Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Bajra,2000,Kharif     ,Punjab,6000,5000,405.3,589020,1560,0.875
Barley,2000,Rabi       ,Punjab,32000,109000,405.3,3141440,8320,3.314
Cotton(lint),2000,Kharif     ,Punjab,474000,1199000,405.3,46532580,123240,2.131
Gram,2000,Rabi       ,Punjab,7700,7300,405.3,755909,2002,0.92125
Groundnut,2000,Kharif     ,Punjab,4000,4000,405.3,392680,1040,1
Linseed,2000,Rabi       ,Punjab,600,600,405.3,58902,156,1
Maize,2000,Kharif     ,Punjab,165000,461000,405.3,16198050,42900,2.904615385
Masoor,2000,Rabi       ,Punjab,4700,3100,405.3,461399,1222,0.77375
Moong(Green Gram),2000,Kharif     ,Punjab,29500,18400,405.3,2896015,7670,0.665
Moth,2000,Kharif     ,Punjab,300,300,405.3,29451,78,1
Other  Rabi pulses,2000,Rabi       ,Punjab,5900,6300,405.3,579203,1534,1.006363636
Rice,2000,Kharif     ,Punjab,2611000,9154000,405.3,256321870,678860,3.501764706
Sesamum,2000,Kharif     ,Punjab,19200,7660,405.3,1884864,4992,0.282142857
Sugarcane,2000,Whole Year ,Punjab,121000,7770000,405.3,11878570,31460,65.445625
Wheat,2000,Rabi       ,Punjab,3408000,15551000,405.3,334563360,886080,4.503529412
Arhar/Tur,2000,Kharif     ,Uttar Pradesh,406596,509756,874.4,39915529.32,105714.96,1.098115942
Bajra,2000,Kharif     ,Uttar Pradesh,881010,1277360,874.4,86488751.7,229062.6,1.278823529
Barley,2000,Rabi       ,Uttar Pradesh,286886,604453,874.4,28163598.62,74590.36,1.956811594
Castor seed,2000,Kharif     ,Uttar Pradesh,25,16,874.4,2454.25,6.5,0.601428571
Cotton(lint),2000,Kharif     ,Uttar Pradesh,5328,4759,874.4,523049.76,1385.28,1.268235294
Gram,2000,Rabi       ,Uttar Pradesh,833007,702718,874.4,81776297.19,216581.82,0.946231884
Groundnut,2000,Kharif     ,Uttar Pradesh,115425,96359,874.4,11331272.25,30010.5,0.927413793
Jowar,2000,Kharif     ,Uttar Pradesh,347427,329499,874.4,34106908.59,90331.02,0.995909091
Jute,2000,Kharif     ,Uttar Pradesh,30,25,874.4,2945.1,7.8,0.875
Linseed,2000,Rabi       ,Uttar Pradesh,55279,19911,874.4,5426739.43,14372.54,0.354259259
Maize,2000,Kharif     ,Uttar Pradesh,907927,1473111,874.4,89131193.59,236061.02,1.534782609
Maize,2000,Rabi       ,Uttar Pradesh,12914,20943,874.4,1267767.38,3357.64,1.606610169
Masoor,2000,Rabi       ,Uttar Pradesh,651730,408052,874.4,63980334.1,169449.8,0.757391304
Moong(Green Gram),2000,Kharif     ,Uttar Pradesh,28449,8585,874.4,2792838.33,7396.74,0.308225806
Moong(Green Gram),2000,Rabi       ,Uttar Pradesh,53103,24016,874.4,5213121.51,13806.78,0.510294118
Moth,2000,Kharif     ,Uttar Pradesh,151,46,874.4,14823.67,39.26,0.339333333
Peas & beans (Pulses),2000,Rabi       ,Uttar Pradesh,333480,344524,874.4,32737731.6,86704.8,1.249275362
Potato,2000,Whole Year ,Uttar Pradesh,394083,8398200,874.4,38687128.11,102461.58,19.7573913
Rapeseed &Mustard,2000,Rabi       ,Uttar Pradesh,556142,556379,874.4,54596460.14,144596.92,0.874347826
Rice,2000,Kharif     ,Uttar Pradesh,5904128,11672250,874.4,579608245.8,1535073.28,1.894782609
Rice,2000,Summer     ,Uttar Pradesh,3023,6899,874.4,296767.91,785.98,2.083181818
Sesamum,2000,Kharif     ,Uttar Pradesh,107983,17434,874.4,10600691.11,28075.58,0.165074627
Small millets,2000,Kharif     ,Uttar Pradesh,32410,22009,874.4,3181689.7,8426.6,0.790208333
Soyabean,2000,Kharif     ,Uttar Pradesh,15743,9207,874.4,1545490.31,4093.18,0.644545455
Sugarcane,2000,Whole Year ,Uttar Pradesh,1938366,106067503,874.4,190289390.2,503975.16,50.03478261
Turmeric,2000,Whole Year ,Uttar Pradesh,1253,2185,874.4,123007.01,325.78,1.779142857
Urad,2000,Kharif     ,Uttar Pradesh,322257,134130,874.4,31635969.69,83786.82,0.463768116
Urad,2000,Rabi       ,Uttar Pradesh,62905,28929,874.4,6175383.85,16355.3,0.47546875
Wheat,2000,Rabi       ,Uttar Pradesh,9239311,25168332,874.4,907023160.9,2402220.86,2.68057971
Arhar/Tur,2000,Kharif     ,Uttarakhand,1890,981,1413.4,185541.3,491.4,0.631
Bajra,2000,Kharif     ,Uttarakhand,11,15,1413.4,1079.87,2.86,1.36
Barley,2000,Rabi       ,Uttarakhand,25797,25064,1413.4,2532491.49,6707.22,0.978461538
Garlic,2000,Whole Year ,Uttarakhand,2062,16274,1413.4,202426.54,536.12,5.604761905
Gram,2000,Rabi       ,Uttarakhand,993,683,1413.4,97482.81,258.18,0.688
Groundnut,2000,Kharif     ,Uttarakhand,1750,1481,1413.4,171797.5,455,0.89
Horse-gram,2000,Kharif     ,Uttarakhand,9223,4787,1413.4,905421.91,2397.98,0.555454545
Linseed,2000,Rabi       ,Uttarakhand,17,5,1413.4,1668.89,4.42,0.186666667
Maize,2000,Kharif     ,Uttarakhand,33467,48302,1413.4,3285455.39,8701.42,1.337692308
Maize,2000,Rabi       ,Uttarakhand,63,99,1413.4,6184.71,16.38,1.535
Masoor,2000,Rabi       ,Uttarakhand,15290,8156,1413.4,1501019.3,3975.4,0.512307692
Moong(Green Gram),2000,Kharif     ,Uttarakhand,45,16,1413.4,4417.65,11.7,0.393333333
Moong(Green Gram),2000,Rabi       ,Uttarakhand,110,31,1413.4,10798.7,28.6,0.353333333
Moth,2000,Kharif     ,Uttarakhand,44,17,1413.4,4319.48,11.44,0.36
Onion,2000,Whole Year ,Uttarakhand,1781,11027,1413.4,174840.77,463.06,7.395384615
Other  Rabi pulses,2000,Rabi       ,Uttarakhand,127,54,1413.4,12467.59,33.02,0.39375
Other Cereals,2000,Kharif     ,Uttarakhand,5596,1587,1413.4,549359.32,1454.96,0.285
Other Cereals,2000,Rabi       ,Uttarakhand,1307,1323,1413.4,128308.19,339.82,1.028571429
Other Kharif pulses,2000,Kharif     ,Uttarakhand,11548,6844,1413.4,1133667.16,3002.48,0.593333333
Peas & beans (Pulses),2000,Rabi       ,Uttarakhand,3402,2598,1413.4,333974.34,884.52,0.681538462
Potato,2000,Kharif     ,Uttarakhand,6286,138309,1413.4,617096.62,1634.36,21.66555556
Potato,2000,Rabi       ,Uttarakhand,6473,148125,1413.4,635454.41,1682.98,21.60538462
Ragi,2000,Kharif     ,Uttarakhand,127733,162286,1413.4,12539548.61,33210.58,1.335454545
Rapeseed &Mustard,2000,Rabi       ,Uttarakhand,13406,8127,1413.4,1316067.02,3485.56,0.51
Rice,2000,Kharif     ,Uttarakhand,285545,579074,1413.4,28031952.65,74241.7,1.649230769
Rice,2000,Rabi       ,Uttarakhand,3062,9578,1413.4,300596.54,796.12,3.125
Sesamum,2000,Kharif     ,Uttarakhand,2700,442,1413.4,265059,702,0.166666667
Small millets,2000,Kharif     ,Uttarakhand,73164,80384,1413.4,7182509.88,19022.64,1.115454545
Small millets,2000,Rabi       ,Uttarakhand,2,3,1413.4,196.34,0.52,1.5
Soyabean,2000,Kharif     ,Uttarakhand,6478,4382,1413.4,635945.26,1684.28,0.654545455
Sugarcane,2000,Whole Year ,Uttarakhand,116478,6831440,1413.4,11434645.26,30284.28,58.175
Sunflower,2000,Kharif     ,Uttarakhand,213,227,1413.4,20910.21,55.38,1.083333333
Tobacco,2000,Whole Year ,Uttarakhand,102,713,1413.4,10013.34,26.52,7.142
Turmeric,2000,Whole Year ,Uttarakhand,152,39,1413.4,14921.84,39.52,2.778
Urad,2000,Kharif     ,Uttarakhand,10160,4481,1413.4,997407.2,2641.6,0.466153846
Urad,2000,Rabi       ,Uttarakhand,1018,345,1413.4,99937.06,264.68,0.17
Wheat,2000,Rabi       ,Uttarakhand,377340,711036,1413.4,37043467.8,98108.4,1.550769231
other oilseeds,2000,Rabi       ,Uttarakhand,128,88,1413.4,12565.76,33.28,0.572857143
Arhar/Tur,2001,Kharif     ,Haryana,17903,13900,483.8,1828433.39,4654.78,0.772222222
Bajra,2001,Kharif     ,Haryana,585474,832000,483.8,59794459.62,152223.24,1.065263158
Barley,2001,Rabi       ,Haryana,29673,86000,483.8,3030503.49,7714.98,1.782222222
Cotton(lint),2001,Kharif     ,Haryana,629468,722000,483.8,64287566.84,163661.68,0.804736842
Dry chillies,2001,Whole Year ,Haryana,1933,2200,483.8,197417.29,502.58,0.806111111
Garlic,2001,Whole Year ,Haryana,349,2800,483.8,35643.37,90.74,5.467142857
Gram,2001,Rabi       ,Haryana,142476,122000,483.8,14551073.88,37043.76,0.587894737
Groundnut,2001,Kharif     ,Haryana,485,300,483.8,49533.05,126.1,0.303636364
Horse-gram,2001,Kharif     ,Haryana,310,0,483.8,31660.3,80.6,0
Jowar,2001,Kharif     ,Haryana,103814,22000,483.8,10602523.82,26991.64,0.12
Maize,2001,Kharif     ,Haryana,17944,47000,483.8,1832620.72,4665.44,1.051764706
Masoor,2001,Rabi       ,Haryana,9325,7500,483.8,952362.25,2424.5,0.811333333
Moong(Green Gram),2001,Kharif     ,Haryana,13620,3100,483.8,1391010.6,3541.2,0.069411765
Moth,2001,Kharif     ,Haryana,1847,200,483.8,188634.11,480.22,0.04625
Onion,2001,Whole Year ,Haryana,3554,46600,483.8,362970.02,924.04,13.56916667
Peas & beans (Pulses),2001,Rabi       ,Haryana,1065,1200,483.8,108768.45,276.9,0.576428571
Potato,2001,Whole Year ,Haryana,9616,203100,483.8,982082.08,2500.16,19.08055556
Rapeseed &Mustard,2001,Rabi       ,Haryana,536475,800000,483.8,54790191.75,139483.5,1.315789474
Rice,2001,Kharif     ,Haryana,1027505,2726000,483.8,104939085.6,267151.3,2.645555556
Sannhamp,2001,Whole Year ,Haryana,1895,700,483.8,193536.35,492.7,0.117
Sesamum,2001,Kharif     ,Haryana,4838,1400,483.8,494104.94,1257.88,0.161111111
Sugarcane,2001,Whole Year ,Haryana,161184,9270000,483.8,16461721.92,41907.84,47.62210526
Sunflower,2001,Rabi       ,Haryana,2581,3700,483.8,263597.53,671.06,1.175
Sweet potato,2001,Whole Year ,Haryana,89,0,483.8,9089.57,23.14,0
Urad,2001,Kharif     ,Haryana,1999,400,483.8,204157.87,519.74,0.101666667
Wheat,2001,Rabi       ,Haryana,2299876,9437000,483.8,234886335.9,597967.76,3.979473684
Arhar/Tur,2001,Kharif     ,Himachal Pradesh,1480,339,918.1,151152.4,384.8,0.495
Bajra,2001,Kharif     ,Himachal Pradesh,110,57,918.1,11234.3,28.6,0.5975
Barley,2001,Rabi       ,Himachal Pradesh,25017,34687,918.1,2554986.21,6504.42,1.36
Coriander,2001,Whole Year ,Himachal Pradesh,308,105,918.1,31456.04,80.08,1.35125
Cotton(lint),2001,Kharif     ,Himachal Pradesh,20,13,918.1,2042.6,5.2,0.8975
Dry chillies,2001,Whole Year ,Himachal Pradesh,1024,195,918.1,104581.12,266.24,0.219
Garlic,2001,Whole Year ,Himachal Pradesh,1597,1719,918.1,163101.61,415.22,1.018
Ginger,2001,Kharif     ,Himachal Pradesh,2609,29012,918.1,266457.17,678.34,10.94888889
Gram,2001,Rabi       ,Himachal Pradesh,1144,1004,918.1,116836.72,297.44,0.763
Groundnut,2001,Kharif     ,Himachal Pradesh,129,75,918.1,13174.77,33.54,0.508333333
Horse-gram,2001,Kharif     ,Himachal Pradesh,2418,967,918.1,246950.34,628.68,0.396
Linseed,2001,Rabi       ,Himachal Pradesh,2272,558,918.1,232039.36,590.72,0.38
Maize,2001,Kharif     ,Himachal Pradesh,301282,668228,918.1,30769930.66,78333.32,2.463333333
Masoor,2001,Kharif     ,Himachal Pradesh,751,278,918.1,76699.63,195.26,0.501666667
Moong(Green Gram),2001,Kharif     ,Himachal Pradesh,94,32,918.1,9600.22,24.44,0.498571429
Onion,2001,Whole Year ,Himachal Pradesh,1112,11045,918.1,113568.56,289.12,8.397777778
Other  Rabi pulses,2001,Rabi       ,Himachal Pradesh,20,12,918.1,2042.6,5.2,0.565
Other Kharif pulses,2001,Kharif     ,Himachal Pradesh,5090,2568,918.1,519841.7,1323.4,0.484545455
Peas & beans (Pulses),2001,Kharif     ,Himachal Pradesh,5294,11949,918.1,540676.22,1376.44,1.548888889
Potato,2001,Whole Year ,Himachal Pradesh,8480,75614,918.1,866062.4,2204.8,8.677272727
Rapeseed &Mustard,2001,Rabi       ,Himachal Pradesh,10387,5482,918.1,1060824.31,2700.62,0.638333333
Rice,2001,Kharif     ,Himachal Pradesh,80579,137418,918.1,8229533.27,20950.54,1.654545455
Sannhamp,2001,Whole Year ,Himachal Pradesh,38,38,918.1,3880.94,9.88,1
Sesamum,2001,Kharif     ,Himachal Pradesh,4475,2404,918.1,457031.75,1163.5,0.35
Small millets,2001,Kharif     ,Himachal Pradesh,13865,8397,918.1,1416032.45,3604.9,0.551111111
Soyabean,2001,Kharif     ,Himachal Pradesh,661,725,918.1,67507.93,171.86,1.17625
Sugarcane,2001,Whole Year ,Himachal Pradesh,2635,11219,918.1,269112.55,685.1,4.411428571
Sweet potato,2001,Whole Year ,Himachal Pradesh,102,0,918.1,10417.26,26.52,0
Tobacco,2001,Whole Year ,Himachal Pradesh,23,26,918.1,2348.99,5.98,1.05
Turmeric,2001,Whole Year ,Himachal Pradesh,127,74,918.1,12970.51,33.02,0.59625
Urad,2001,Kharif     ,Himachal Pradesh,13268,5393,918.1,1355060.84,3449.68,0.476363636
Wheat,2001,Rabi       ,Himachal Pradesh,366518,637068,918.1,37432483.34,95294.68,1.72
Arhar/Tur,2001,Kharif     ,Punjab,9200,7900,479.3,939596,2392,0.913333333
Barley,2001,Rabi       ,Punjab,23000,78000,479.3,2348990,5980,3.26
Cotton(lint),2001,Kharif     ,Punjab,607000,1307000,479.3,61992910,157820,1.896363636
Gram,2001,Rabi       ,Punjab,7100,6200,479.3,725123,1846,0.92
Groundnut,2001,Kharif     ,Punjab,400,400,479.3,40852,104,1
Linseed,2001,Rabi       ,Punjab,300,300,479.3,30639,78,1
Maize,2001,Kharif     ,Punjab,165000,449000,479.3,16851450,42900,2.7625
Masoor,2001,Rabi       ,Punjab,4300,3000,479.3,439159,1118,0.7675
Moong(Green Gram),2001,Kharif     ,Punjab,23000,11000,479.3,2348990,5980,0.562307692
Moth,2001,Kharif     ,Punjab,300,300,479.3,30639,78,1
Rapeseed &Mustard,2001,Rabi       ,Punjab,5000,6500,479.3,510650,1300,1.262941176
Rice,2001,Kharif     ,Punjab,2487000,8816000,479.3,253997310,646620,3.517058824
Sesamum,2001,Kharif     ,Punjab,20500,8000,479.3,2093665,5330,0.509285714
Sugarcane,2001,Whole Year ,Punjab,142000,9250000,479.3,14502460,36920,67.87176471
Wheat,2001,Rabi       ,Punjab,3420000,15499000,479.3,349284600,889200,4.487058824
Arhar/Tur,2001,Kharif     ,Uttar Pradesh,394228,456228,849.9,40262505.64,102499.28,1.03115942
Bajra,2001,Kharif     ,Uttar Pradesh,850727,967732,849.9,86884748.51,221189.02,1.143333333
Barley,2001,Rabi       ,Uttar Pradesh,253713,592021,849.9,25911708.69,65965.38,2.195362319
Cotton(lint),2001,Kharif     ,Uttar Pradesh,4512,4571,849.9,460810.56,1173.12,1.3275
Gram,2001,Rabi       ,Uttar Pradesh,840602,816795,849.9,85850682.26,218556.52,0.993623188
Groundnut,2001,Kharif     ,Uttar Pradesh,107515,90156,849.9,10980506.95,27953.9,0.894915254
Jowar,2001,Kharif     ,Uttar Pradesh,322575,309068,849.9,32944584.75,83869.5,0.949848485
Linseed,2001,Rabi       ,Uttar Pradesh,40928,17199,849.9,4179976.64,10641.28,0.3948
Maize,2001,Kharif     ,Uttar Pradesh,913718,1488204,849.9,93318019.34,237566.68,1.500869565
Maize,2001,Rabi       ,Uttar Pradesh,17419,28376,849.9,1779002.47,4528.94,1.63516129
Masoor,2001,Rabi       ,Uttar Pradesh,625265,499774,849.9,63858314.45,162568.9,0.820144928
Moong(Green Gram),2001,Kharif     ,Uttar Pradesh,28084,7724,849.9,2868218.92,7301.84,0.270909091
Moong(Green Gram),2001,Rabi       ,Uttar Pradesh,38576,18201,849.9,3939766.88,10029.76,0.503421053
Moth,2001,Kharif     ,Uttar Pradesh,339,132,849.9,34622.07,88.14,0.4608
Peas & beans (Pulses),2001,Rabi       ,Uttar Pradesh,327556,395889,849.9,33453294.28,85164.56,1.230144928
Potato,2001,Whole Year ,Uttar Pradesh,388552,9582545,849.9,39682815.76,101023.52,23.1684058
Rapeseed &Mustard,2001,Rabi       ,Uttar Pradesh,566445,573614,849.9,57851027.85,147275.7,0.916956522
Rice,2001,Kharif     ,Uttar Pradesh,6068496,12849116,849.9,619775496.5,1577808.96,2.016086957
Rice,2001,Summer     ,Uttar Pradesh,2829,6741,849.9,288925.77,735.54,2.097777778
Sesamum,2001,Kharif     ,Uttar Pradesh,102898,25705,849.9,10508972.74,26753.48,0.23641791
Small millets,2001,Kharif     ,Uttar Pradesh,28500,19301,849.9,2910705,7410,0.924375
Soyabean,2001,Kharif     ,Uttar Pradesh,10939,7909,849.9,1117200.07,2844.14,0.716666667
Sugarcane,2001,Whole Year ,Uttar Pradesh,2034883,117981573,849.9,207822600.8,529069.58,52.52608696
Sunflower,2001,Kharif     ,Uttar Pradesh,5496,10609,849.9,561306.48,1428.96,1.76375
Tobacco,2001,Whole Year ,Uttar Pradesh,19772,134679,849.9,2019314.36,5140.72,6.335925926
Turmeric,2001,Whole Year ,Uttar Pradesh,1419,2543,849.9,144922.47,368.94,1.837906977
Urad,2001,Kharif     ,Uttar Pradesh,362868,148046,849.9,37059708.84,94345.68,0.418985507
Urad,2001,Rabi       ,Uttar Pradesh,60535,29710,849.9,6182439.55,15739.1,0.4678125
Wheat,2001,Rabi       ,Uttar Pradesh,9255937,25498002,849.9,945308845.8,2406543.62,2.729565217
Arhar/Tur,2001,Kharif     ,Uttarakhand,1934,1053,1541.3,197519.42,502.84,0.62125
Bajra,2001,Kharif     ,Uttarakhand,44,57,1541.3,4493.72,11.44,1.295
Barley,2001,Rabi       ,Uttarakhand,22875,25590,1541.3,2336223.75,5947.5,1.215384615
Garlic,2001,Whole Year ,Uttarakhand,2063,16832,1541.3,210694.19,536.38,5.50952381
Gram,2001,Rabi       ,Uttarakhand,1259,868,1541.3,128581.67,327.34,0.594166667
Groundnut,2001,Kharif     ,Uttarakhand,1136,1014,1541.3,116019.68,295.36,0.895
Horse-gram,2001,Kharif     ,Uttarakhand,7781,3437,1541.3,794673.53,2023.06,0.476666667
Linseed,2001,Rabi       ,Uttarakhand,15,6,1541.3,1531.95,3.9,0.306666667
Maize,2001,Kharif     ,Uttarakhand,32938,40682,1541.3,3363957.94,8563.88,1.185384615
Maize,2001,Rabi       ,Uttarakhand,125,183,1541.3,12766.25,32.5,1.1
Masoor,2001,Rabi       ,Uttarakhand,14649,7651,1541.3,1496102.37,3808.74,0.506153846
Moong(Green Gram),2001,Kharif     ,Uttarakhand,67,32,1541.3,6842.71,17.42,0.3425
Moong(Green Gram),2001,Rabi       ,Uttarakhand,59,16,1541.3,6025.67,15.34,0.286666667
Moth,2001,Kharif     ,Uttarakhand,11,4,1541.3,1123.43,2.86,0.34
Onion,2001,Whole Year ,Uttarakhand,1642,8089,1541.3,167697.46,426.92,6.451538462
Other  Rabi pulses,2001,Rabi       ,Uttarakhand,211,93,1541.3,21549.43,54.86,0.3875
Other Cereals,2001,Kharif     ,Uttarakhand,7411,2004,1541.3,756885.43,1926.86,0.283636364
Other Cereals,2001,Rabi       ,Uttarakhand,1213,1383,1541.3,123883.69,315.38,1.106666667
Other Kharif pulses,2001,Kharif     ,Uttarakhand,11054,6408,1541.3,1128945.02,2874.04,0.58
Peas & beans (Pulses),2001,Rabi       ,Uttarakhand,3251,2370,1541.3,332024.63,845.26,0.655833333
Potato,2001,Kharif     ,Uttarakhand,7761,155501,1541.3,792630.93,2017.86,19.90111111
Potato,2001,Rabi       ,Uttarakhand,5739,121724,1541.3,586124.07,1492.14,20.00692308
Ragi,2001,Kharif     ,Uttarakhand,131779,161963,1541.3,13458589.27,34262.54,1.324545455
Rapeseed &Mustard,2001,Rabi       ,Uttarakhand,11795,7557,1541.3,1204623.35,3066.7,0.521538462
Rice,2001,Kharif     ,Uttarakhand,280816,567662,1541.3,28679738.08,73012.16,1.608461538
Rice,2001,Rabi       ,Uttarakhand,3761,11855,1541.3,384110.93,977.86,2.2625
Sesamum,2001,Kharif     ,Uttarakhand,2327,400,1541.3,237656.51,605.02,0.180769231
Small millets,2001,Kharif     ,Uttarakhand,74526,83951,1541.3,7611340.38,19376.76,1.126363636
Small millets,2001,Rabi       ,Uttarakhand,1,1,1541.3,102.13,0.26,1
Soyabean,2001,Kharif     ,Uttarakhand,9688,6176,1541.3,989435.44,2518.88,0.599166667
Sugarcane,2001,Whole Year ,Uttarakhand,118637,6958951,1541.3,12116396.81,30845.62,58.175
Sunflower,2001,Kharif     ,Uttarakhand,47,46,1541.3,4800.11,12.22,0.666666667
Tobacco,2001,Whole Year ,Uttarakhand,126,907,1541.3,12868.38,32.76,7.226666667
Turmeric,2001,Whole Year ,Uttarakhand,45,97,1541.3,4595.85,11.7,1.922
Urad,2001,Kharif     ,Uttarakhand,10685,6660,1541.3,1091259.05,2778.1,0.592307692
Urad,2001,Rabi       ,Uttarakhand,992,370,1541.3,101312.96,257.92,0.123333333
Wheat,2001,Rabi       ,Uttarakhand,375967,721618,1541.3,38397509.71,97751.42,1.616153846
other oilseeds,2001,Rabi       ,Uttarakhand,238,126,1541.3,24306.94,61.88,0.465555556
Arhar/Tur,2002,Kharif     ,Haryana,36972,30400,353.9,3500139.24,9243,1.005
Bajra,2002,Kharif     ,Haryana,513720,458000,353.9,48633872.4,128430,0.975263158
Banana,2002,Whole Year ,Haryana,154,0,353.9,14579.18,38.5,0
Barley,2002,Rabi       ,Haryana,30326,81000,353.9,2870962.42,7581.5,1.6
Cotton(lint),2002,Kharif     ,Haryana,518328,1038000,353.9,49070111.76,129582,1.038333333
Gram,2002,Rabi       ,Haryana,54658,41000,353.9,5174472.86,13664.5,0.577894737
Groundnut,2002,Kharif     ,Haryana,2512,1900,353.9,237811.04,628,0.496
Horse-gram,2002,Kharif     ,Haryana,446,100,353.9,42222.82,111.5,0.062
Jowar,2002,Kharif     ,Haryana,113069,22000,353.9,10704242.23,28267.25,0.0975
Maize,2002,Kharif     ,Haryana,15886,29000,353.9,1503927.62,3971.5,0.478333333
Masoor,2002,Rabi       ,Haryana,6028,5400,353.9,570670.76,1507,0.6675
Moong(Green Gram),2002,Kharif     ,Haryana,18329,2800,353.9,1735206.43,4582.25,0.138
Moth,2002,Kharif     ,Haryana,20304,1000,353.9,1922179.68,5076,0.042
Onion,2002,Whole Year ,Haryana,1609,36000,353.9,152324.03,402.25,19.29692308
Peas & beans (Pulses),2002,Rabi       ,Haryana,1113,1300,353.9,105367.71,278.25,0.721666667
Potato,2002,Whole Year ,Haryana,10328,291900,353.9,977751.76,2582,33.775
Rapeseed &Mustard,2002,Rabi       ,Haryana,606983,697000,353.9,57463080.61,151745.75,1.095789474
Rice,2002,Kharif     ,Haryana,905651,2468000,353.9,85737980.17,226412.75,2.495
Sannhamp,2002,Whole Year ,Haryana,516,100,353.9,48849.72,129,0.04
Sesamum,2002,Kharif     ,Haryana,9432,3900,353.9,892927.44,2358,0.165555556
Sugarcane,2002,Whole Year ,Haryana,189010,10650000,353.9,17893576.7,47252.5,48.52888889
Sunflower,2002,Rabi       ,Haryana,1872,2800,353.9,177222.24,468,0.98875
Sweet potato,2002,Whole Year ,Haryana,47,900,353.9,4449.49,11.75,13.98166667
Urad,2002,Kharif     ,Haryana,3475,600,353.9,328978.25,868.75,0.042857143
Wheat,2002,Rabi       ,Haryana,2267140,9188000,353.9,214630143.8,566785,3.947894737
Arhar/Tur,2002,Kharif     ,Himachal Pradesh,334,52,890.8,31619.78,83.5,0.22
Bajra,2002,Kharif     ,Himachal Pradesh,102,57,890.8,9656.34,25.5,0.775
Barley,2002,Rabi       ,Himachal Pradesh,23596,30614,890.8,2233833.32,5899,1.299090909
Coriander,2002,Whole Year ,Himachal Pradesh,263,84,890.8,24898.21,65.75,0.27625
Cotton(lint),2002,Kharif     ,Himachal Pradesh,28,15,890.8,2650.76,7,0.4275
Dry chillies,2002,Whole Year ,Himachal Pradesh,837,87,890.8,79238.79,209.25,0.207
Garlic,2002,Whole Year ,Himachal Pradesh,3180,2379,890.8,301050.6,795,0.64
Ginger,2002,Kharif     ,Himachal Pradesh,2455,17051,890.8,232414.85,613.75,6.73
Gram,2002,Rabi       ,Himachal Pradesh,1351,1012,890.8,127899.17,337.75,0.727777778
Groundnut,2002,Kharif     ,Himachal Pradesh,194,88,890.8,18365.98,48.5,0.367142857
